source_idiom,source_lang,target_idiom,target_lang,label,idiom_string,split,source
"In the final analysis, Quelch and Hoff conclude, perhaps predictably, that the extent to which a standardised global product is practicable depends on two attributes :",en,,,1,in the final analysis,train,MAGPIE
"In the final analysis, they may recommend specific courses of action, including destroying all your credit cards and even your cheque book, if they believe this to be necessary.",en,,,1,in the final analysis,train,MAGPIE
"In the final analysis, collective security was founded on what Nizan referred to as the Soviet formula of "" treaties accessible to everyone "", not on the Hitlerian formula of "" treaties accessible to a few at the exclusion of everyone else "", Nizan ceaselessly denounced all attempts to reduce international diplomacy to what he disparagingly termed "" private agreements between gang leaders "".",en,,,1,in the final analysis,train,MAGPIE
"The process or the how - to - do is, in the final analysis, no substitute for what - to - do ; simple minded glorification of method or technique is usually a cover - up for an academic procedure.",en,,,1,in the final analysis,train,MAGPIE
"Such analytic paraphrases are usually conducted from the position of a specific ( even though not always openly or clearly stated ) ontological bias ; and often the assumption is made that all purportive references to "" non - meanings "" in factual statements, in the final analysis, can be translated into references to ontological existents of the preferred sort.",en,,,1,in the final analysis,train,MAGPIE
for in the final analysis both the remand and the committals explosions appear to be largely the result of excessive caution in the way magistrates exercise their discretion in relation to bail and venue decisions.,en,,,1,in the final analysis,train,MAGPIE
"In the final analysis, this is a formal yet asymmetrical composition, the eye being led along very positive paths and sight lines to various focal points.",en,,,1,in the final analysis,train,MAGPIE
"In the final analysis of course, if your back is to the wall and you have to fight, then that is also self - defence.",en,,,1,in the final analysis,train,MAGPIE
"In the final analysis, students and teachers do not have a grasp of linguistic knowledge which is adequate enough for them to evaluate and make judgments about the methods / approaches / techniques which they are encouraged to adopt.",en,,,1,in the final analysis,train,MAGPIE
"In the final analysis the economic policies pursued in the 1930s, and already outlined in Chapter 1, were those dictated by a massive Conservative parliamentary majority.",en,,,1,in the final analysis,train,MAGPIE
"In the final analysis, they may recommend specific courses of action including destroying all your credit cards and even your cheque book, if they believe this to be necessary.",en,,,1,in the final analysis,train,MAGPIE
The inaccessible lesions were included in the final analysis as the aim was to evaluate this procedure according to the intention to treat.,en,,,0,in the final analysis,train,MAGPIE
In the final analysis you 're really only as good as your next day's work.,en,,,1,in the final analysis,train,MAGPIE
"In the final analysis, it must be thought of as the eternal and original artistic power that calls into being the entire world of phenomena.",en,,,1,in the final analysis,train,MAGPIE
In the final analysis the majority accepted the authority of the pope.,en,,,1,in the final analysis,train,MAGPIE
"' In the final analysis, we realised that our core competency is direct marketing, ' the company explained.",en,,,1,in the final analysis,train,MAGPIE
"The pressures driving research evaluation are, in the final analysis, political.",en,,,1,in the final analysis,train,MAGPIE
"In the final analysis, it is the public who must decide.",en,,,1,in the final analysis,train,MAGPIE
"But, in the final analysis, if you can't get any help, if he won't refer you to a specialist for help change your doctor!",en,,,1,in the final analysis,train,MAGPIE
"The ontological version of the argument involves the claim that existential propositions, in the final analysis, can all be shown to be about certain concrete ontological items and attributes of such items.",en,,,1,in the final analysis,train,MAGPIE
"And, in the final analysis, are they any good?",en,,,1,in the final analysis,train,MAGPIE
"As we have stressed, this is the basis of a capitalist industrial economy, hence we can see why in the final analysis the disruption of authority in industry should be regarded as being so critical.",en,,,1,in the final analysis,train,MAGPIE
In the final analysis it really is up to the planning officers and the planning committee to decide whether the benefits which it will bring to the locality outweigh the objectors ' views.,en,,,1,in the final analysis,train,MAGPIE
Budgeting in the final analysis … is a political exercise.,en,,,1,in the final analysis,train,MAGPIE
While all a mother's got is a bottle of Dettol in the final analysis.,en,,,1,in the final analysis,train,MAGPIE
"In the final analysis, beauty is in the eye of the beholder, and essentially a personal matter.",en,,,1,in the final analysis,train,MAGPIE
"The unfortunate Mr Henman concluded cautiously, ‘ If, in the final analysis, it turns out that the qualifications were deficient … ’ then it would be a matter of ‘ hindsight’.",en,,,1,in the final analysis,train,MAGPIE
"In the final analysis there would be a dramatic decline in population, with deaths exceeding births — a foretaste of which had occurred in the early 1930s.",en,,,1,in the final analysis,train,MAGPIE
"But in the final analysis, Switzerland took three points out of a possible four from Scotland and that fact was not lost on Roxburgh, who said : ‘ I think these two games were significant.",en,,,1,in the final analysis,train,MAGPIE
Even the much - lauded Ibanez RG series is little more than a go - faster Strat in the final analysis.,en,,,1,in the final analysis,train,MAGPIE
"So we 're actually concentrating on the actual business of that in the final analysis, despite how he behaved, large amounts of funds were stolen and you b you 've kicked us off to a very valuable start about whether that would be harder to do faced with a Maxwell - type character if all of Good was implemented.",en,,,1,in the final analysis,train,MAGPIE
"But in the final analysis it is a question of political history, which only the political historians can resolve.",en,,,1,in the final analysis,train,MAGPIE
"In the final analysis, religion was thus to be seen as the emotionally charged product of intense social interaction ( ' collective effervescence ' ) —esprit de corps elevated to the metaphysical plane.",en,,,1,in the final analysis,train,MAGPIE
"However, the nature of the social structures and processes which affect the drug - taking behaviour of the population continue to undergo great changes, and, in the final analysis, the possibility that the prevalence of heroin use in Wirral will peak but not fall can not be ruled out.",en,,,1,in the final analysis,train,MAGPIE
"Everybody knew that they lived in a ‘ planned economy’ and they also knew who, in the final analysis, drew up the plan.",en,,,1,in the final analysis,train,MAGPIE
"For the articulating principle of hip pie ideology is, in the final analysis, and despite its potential for opposition, embedded within the ideology of the dominant culture itself ( see Clarke et al.",en,,,1,in the final analysis,train,MAGPIE
"In the final analysis, terror is also another proof of the fact that the superpower is not really a superpower.",en,,,1,in the final analysis,train,MAGPIE
"In the final analysis the specific method is merely a secondary affair, since any method must in the end efface itself :",en,,,1,in the final analysis,train,MAGPIE
"In the final analysis the need for a swift response to an immediate housing shortage after the war painted almost inevitably to a large - scale local authority housing programme, rather than face a period of delay while housing associations were geared up to the task.",en,,,1,in the final analysis,train,MAGPIE
"After all, in the final analysis, I 've choreographed this far - fetched fixation in the service of Anya's original curse.",en,,,0,in the final analysis,train,MAGPIE
"The cause of Republican Spain was, in the final analysis, the cause of all democratic, anti - fascist countries.",en,,,1,in the final analysis,train,MAGPIE
"Such a literature doubtless resembled Soviet socialist realism in its general principles, but was nevertheless different in the final analysis because framed within a specifically French cultural context.",en,,,1,in the final analysis,train,MAGPIE
Whether a translation conforms to the source - text patterns of cohesion or tries to approximate to target - language patterns will depend in the final analysis on the purpose of the translation and the amount of freedom the translator feels entitled to in rechunking information and/or altering signals of relations between chunks.,en,,,1,in the final analysis,train,MAGPIE
"In the final analysis, there were many factors operating upon population trends in the inter - war period.",en,,,1,in the final analysis,train,MAGPIE
All arts are in the final analysis.,en,,,1,in the final analysis,train,MAGPIE
"Likewise, the strength of any union in the final analysis rests on the resolve of workers to oppose managerial control at the point of production.",en,,,1,in the final analysis,train,MAGPIE
She admits in the final analysis she finds it difficult to make sense of the ‘ gratuitous savagery’.,en,,,1,in the final analysis,train,MAGPIE
"Nevertheless this does not show that "" Shakespeare "" is a purely referential symbol devoid of all descriptive content, only that there is a certain difference in scope as between "" Shakespeare "" and "" the author of Macbeth "" ; with "" Shakespeare "", in the final analysis, unfolding into a complex series of descriptions that uniquely characterise the individual concerned.",en,,,1,in the final analysis,train,MAGPIE
"' In the flesh, ' he supplied.",en,,,1,in the flesh,train,MAGPIE
"But the chemistry that governed sexual attraction had its source in the mind as much as in the flesh, and all too soon her mind betrayed her.",en,,,1,in the flesh,train,MAGPIE
‘ Better in the flesh.,en,,,1,in the flesh,train,MAGPIE
A frisson of disbelief and unease passed though the male patrons as the woman they had been watching in simulated copulation on the screen materialised in the flesh before their very eyes.,en,,,1,in the flesh,train,MAGPIE
"A few minutes earlier Ruth would have welcomed the idea of everyone going off to sleep ( not that Sean showed any sign of doing so ) as an opportunity for her to indulge in her own thoughts, but the fits of uninhibited laughter had restored her to something nearer to normality, and at last she was present with her companions in mind as well as in the flesh.",en,,,1,in the flesh,train,MAGPIE
"Tallis touched her own fingers to the sharp holly on the female's belly and something fluttered in the wood - flesh, causing the mythago pain.",en,,,0,in the flesh,train,MAGPIE
"Turning to look at Millie again, she ended, ‘ But one always wants more : just to see His face in the night, not in plaster, in the flesh.",en,,,1,in the flesh,train,MAGPIE
It was exhilarating because they were just as good in the flesh as they were on the wireless.,en,,,1,in the flesh,train,MAGPIE
"Greg was extremely interested to see whether Viola Machin would be represented in the flesh or the flower at the interment, and he got permission from his Principal to take the morning off and attend.",en,,,1,in the flesh,train,MAGPIE
"I do think that one can put one's ideas over rather more forcefully and precisely when one's present in the flesh, with all one's conversational resources to hand.’",en,,,1,in the flesh,train,MAGPIE
"We all waved at Uncle Wullie, in spirit if not in the flesh.",en,,,1,in the flesh,train,MAGPIE
He simply had no idea what these strange creatures could look like in the flesh.,en,,,1,in the flesh,train,MAGPIE
"When they are engaged in this ' bonding ' act, that helps to cement their friendships, their necks twist towards one another and this causes vertical folds or furrows to be formed in their flesh.",en,,,0,in the flesh,train,MAGPIE
Her fantasy hit the earth as Lucy in the flesh opened the door.,en,,,1,in the flesh,train,MAGPIE
"Bees and wasps will leave their stings in the flesh of their enemies, employing a similarly aggressive form of self - mutilation.",en,,,0,in the flesh,train,MAGPIE
"And the uncircumcised male who is not circumcised in the flesh of his foreskin, that soul shall be cut off from his people ; he hath broken my covenant.",en,,,0,in the flesh,train,MAGPIE
"Moving round the archways of Valencia's bull - ring where, that night, Nirvana would give Spain its first in - the - flesh taste of what this nonsense was all about, it was almost a relief to greet Kurt Cobain once again, a paler, bleached - haired, bespectacled Kurt Cobain, but recognisably the same lovable scruff who late last year turned rock ' n ' roll upside down with a song named after a deodorant.",en,,,1,in the flesh,train,MAGPIE
But meeting Romano de Sciorto in the flesh seemed to be proving her wrong …,en,,,1,in the flesh,train,MAGPIE
"Not so tall, he was dark and clean - shaven with sharp, observant eyes and a cleft in the flesh of his chin.",en,,,0,in the flesh,train,MAGPIE
John and Joan decided that they should meet Alexander Atkins and his colleague in the flesh.,en,,,1,in the flesh,train,MAGPIE
Somehow Luke Hunter in the flesh seemed a whole lot less easy to ‘ cope with’ than she had envisaged.,en,,,1,in the flesh,train,MAGPIE
Shoreditch can reveal that Neil Kinnock won't need to ‘ pick up the phone’ to Paddy Ashdown on the day after the election : the two men have made arrangements to meet in the flesh.,en,,,1,in the flesh,train,MAGPIE
"The word had come, engendered in the flesh",en,,,1,in the flesh,train,MAGPIE
"The archetypical idea was manifested in the flesh, under divers such modifications, upon this planet, long prior to the existence of those animals species that actually exemplify it.",en,,,1,in the flesh,train,MAGPIE
But now he was going to see her in the flesh.,en,,,1,in the flesh,train,MAGPIE
Tom and Jerry in the Flesh,en,,,1,in the flesh,train,MAGPIE
"The carapace required almost a year to become fully symbiotic with the body — and its owner required purification, distillation in the alembic of combat before his augmented natural body could be judged to be fully transmuted in spirit as well as in flesh and bone, and thus worthy of donning complete Marine armour …",en,,,0,in the flesh,train,MAGPIE
Make a few slashes in the chicken flesh.,en,,,0,in the flesh,train,MAGPIE
"Nevertheless, Jackson had managed to convey the essence of this tall, eccentric doctor in his report, enough to make Montgomery very curious to meet him in the flesh.",en,,,1,in the flesh,train,MAGPIE
"They 've turned down several lucrative offers to reform in the past, but feel that now is the time for fans outside London to get a chance to see them in the flesh.’",en,,,1,in the flesh,train,MAGPIE
"The second, that the only way to solve the problem on the canvas was to see its subject again in the flesh, which thought he welcomed, and went to dreams relieved of his frauds and pieties, smiling to think of having the rare thing's face before him once again.",en,,,1,in the flesh,train,MAGPIE
"For many years nobody saw a dislocation in the flesh, or perhaps ever expected to, but their hypothetical movements ( dislocations of like sign repel each other etc. ) and breeding habits ( when the union of two dislocations is blessed about five hundred new dislocations are suddenly released upon the crystal ) could be theoretically predicted and provided a superb intellectual exercise like three dimensional chess.",en,,,1,in the flesh,train,MAGPIE
"Thus only Taiwan from the Scots ' pool for the Murrayfield event will not be seen in the flesh, although Scotland's sevens coaches, Douglas Morgan and John Jeffrey, will doubtless seek videotape of the tournament in Sicily last summer from which the Taiwanese qualified.",en,,,1,in the flesh,train,MAGPIE
"Where is heaven, anyway, for her to go to in the flesh?",en,,,1,in the flesh,train,MAGPIE
"I 've yet to see a lovable moptop Inspiral Carpet in the flesh, but obviously they 're on the verge of making it here when they 're staying in the same hotel as Bruce Dickinson out of Iron Maiden.",en,,,1,in the flesh,train,MAGPIE
"In fact, I just saw him in the flesh, bruised as that might be.’",en,,,1,in the flesh,train,MAGPIE
In the flesh Jane Pargeter was familiar but different to how Dexter had imagined her from the image on television.,en,,,1,in the flesh,train,MAGPIE
"This was the first time I had seen him surf in the flesh, but for an entire month I had contemplated him pulling fearlessly into a vicious Pipeline tube when I should have been writing lectures.",en,,,1,in the flesh,train,MAGPIE
"When she recently appeared at a New York department store to promote a scent, over 5,000 people turned up to catch a precious glimpse of her in the flesh.",en,,,1,in the flesh,train,MAGPIE
‘ Until I met him in the flesh.,en,,,1,in the flesh,train,MAGPIE
"Now one of them seizes me, and it isn't a man, it's an octopus with claws — it holds me in its tentacles, its talons dig into my flesh and my blood drips out through the holes in my flesh and my blood isn't red human blood, it's black like tar, like drops of liquid evil …",en,,,0,in the flesh,train,MAGPIE
"Like a wound in your own flesh, a clean cut heals quickly, but a jagged, ragged, bruised gash can take a long time to heel and is open to infection all that time.",en,,,0,in the flesh,train,MAGPIE
"‘ By this you know the Spirit of God : every spirit that confesses that Jesus has come in the flesh is of God, and every spirit that does not confess Jesus is not of God’(4:2 ).",en,,,1,in the flesh,train,MAGPIE
"To take one example, while Bill ~ Clinton speaks with warmth, wit, and great eloquence in the flesh, his autobiography is not worth reading.",en,,,1,in the flesh,train,MAGPIE
"He had not, of course, seen the Lord in the flesh, and therefore, he begins to tell the story from the birth of John on.’",en,,,1,in the flesh,train,MAGPIE
"I saw once the head of a dear friend among the leaves and was less astonished at what first seemed an apparition than by his disentangling himself and in the flesh bidding his good morning, so accustomed was I to looking for my thoughts and news among the leaves.",en,,,1,in the flesh,train,MAGPIE
' In the flesh. ',en,,,1,in the flesh,train,MAGPIE
"‘ If rhythm's a drug I 'm hooked on you / Show me every move / We've got perfect motion’— just like Madonna or Betty Boo at their best, this is pure and damn - near perfect pop, and for once it's even better in the flesh.",en,,,1,in the flesh,train,MAGPIE
"As tv onlookers we are placed at the centre of events no human being could ever witness in the flesh, by close - ups of a bomb 's- eye view of the interior of a ventilator shaft right up to the moment of impact.",en,,,1,in the flesh,train,MAGPIE
And ye shall be circumcised in the flesh of your foreskin ; and it shall be a token of a covenant betwixt Me and you.,en,,,0,in the flesh,train,MAGPIE
How could any man be so huge and powerful in the flesh?,en,,,1,in the flesh,train,MAGPIE
The indentations in the flesh of her cheeks looked like inroads carved by tears.,en,,,0,in the flesh,train,MAGPIE
"She had recognised him instantly, though she had seen him in the flesh only once before and that had been across a crowded ballroom.",en,,,1,in the flesh,train,MAGPIE
"And in the flesh he lives up to his image — at 58 he's lean and fit, and with his tanned face and hallmark beard, he looks every bit the outdoor adventurer.",en,,,1,in the flesh,train,MAGPIE
"Especially among those who make a living off the backs of other animals, whether this be in the name of science, commerce in flesh, or entertainment, for example, we are being ' reckoned with ' with a vengeance.",en,,,0,in the flesh,train,MAGPIE
"God in the flesh, do you know who I am?",en,,,1,in the flesh,train,MAGPIE
"He saw her face clearly, sometimes in the photograph, sometimes in the flesh.",en,,,1,in the flesh,train,MAGPIE
"It was a look she recognised instantly, although it was the first time she 'd seen it in the flesh.",en,,,1,in the flesh,train,MAGPIE
"But the image of Dinah would not leave him, and was strengthened by the times he visited the theatre and saw her in the flesh.",en,,,1,in the flesh,train,MAGPIE
"She wondered if her father had ever been there? really been there, in the flesh?",en,,,1,in the flesh,train,MAGPIE
"In the end, Puttnam in the flesh endorses the film industry view of Puttnam : a beguiling mixture of energy that radiates to others and energy focused on himself.",en,,,1,in the flesh,train,MAGPIE
"An image of bone in flesh, a child's cut flesh knitted closed with bone, with sharp bone fragments, the wound healed, the blood dried.",en,,,0,in the flesh,train,MAGPIE
"She had heard that parents like this existed all over the place and that their children turned out to be delinquents and drop - outs, but it was still a shock to meet a pair of them in the flesh.",en,,,1,in the flesh,train,MAGPIE
"In Malaysia, a single tiger whisker ground up in the animal's flesh or bone is thought to be powerful enough to kill an enemy.",en,,,0,in the flesh,train,MAGPIE
It was so strange to meet and talk to them in the flesh.,en,,,1,in the flesh,train,MAGPIE
God in the flesh.,en,,,1,in the flesh,train,MAGPIE
"And then, after the years of expectation and hope, the reading and planning, suddenly it is there, in the flesh — and it is great!",en,,,1,in the flesh,train,MAGPIE
And in the weather - beaten flesh Johnny Cash is a mighty impressive man.,en,,,1,in the flesh,train,MAGPIE
"He raised his arm to see its motion in the flesh of his thumb, and clamped his other hand around the base of the digit in the hope of stopping its further advance, gasping as though doused with ice - water. the pain was out of all proportion to the mite's size, but he held both thumb and sobs hard, determined not to lose all dignity in front of his executioners.",en,,,0,in the flesh,train,MAGPIE
"One specimen was found to have 5,000 times the expected concentration of plutonium in its flesh.",en,,,0,in the flesh,train,MAGPIE
"Two weeks after the first ever pictures were snatched from Bugatti's promotional video by Autocar & Motor's Italian editor Luca Ciferri ( 3 October ), the first photographs of the car in the flesh have appeared.",en,,,1,in the flesh,train,MAGPIE
Bacteria and fish enzymes act on natural chemicals in flesh,en,,,0,in the flesh,train,MAGPIE
She's even more beautiful in the flesh than on screen.’,en,,,1,in the flesh,train,MAGPIE
It was strange to see in the flesh a man whose name and face had since 1939 been almost as familiar to me as those of Churchill or Hitler.,en,,,1,in the flesh,train,MAGPIE
"Actually in the flesh, the way she went up to heaven.",en,,,1,in the flesh,train,MAGPIE
She was holding it so tight the hook was embedded in her flesh.,en,,,0,in the flesh,train,MAGPIE
"I shall have travelled away in the flesh from that wretched court — light years away by then, light decades.",en,,,1,in the flesh,train,MAGPIE
"A photograph is no substitute for the original rug, and items that look superb in reproduction can be extremely disappointing when viewed in the flesh.",en,,,1,in the flesh,train,MAGPIE
"These spines are covered in small backward - directed barbs, so that once in the flesh they are almost impossible to dislodge.",en,,,0,in the flesh,train,MAGPIE
"And thousands of Ulster fans of Bono, the Edge, Larry and Adam flocked in droves to Dublin and Cork to see their heros in the flesh once more and pay homage to their idols.",en,,,1,in the flesh,train,MAGPIE
‘ I 'd have loved to have seen her in the flesh.,en,,,1,in the flesh,train,MAGPIE
"Unlike the anthropologist he can never have the excitement of actually directly confronting his subjects in the flesh ; and he is dealing with people who, temporally distant though they may be, are ultimately his own kith and kin.",en,,,1,in the flesh,train,MAGPIE
"And — unbelievably — as I watched, the cuts and stabs in her flesh healed.",en,,,0,in the flesh,train,MAGPIE
"In a fast sweep her eyes ran from the top of his dark head down to the tips of his elegant feet, and she bit back a groan as she realised that that tempting glimpse of his body had done nothing to prepare her for Luke Calder in the magnificent flesh.",en,,,0,in the flesh,train,MAGPIE
"At least back when I lived in a hole I knew everything there was to know about living in a hole, and now it's a year later and I 'm at a place so far away I don't even know how far away it is, watching something I don't understand go to a place so far up there is no down.",en,,,0,in the hole,train,MAGPIE
"He was some three shots clear of the field standing on the 14th tee, but then lost this advantage after he recorded a double - bogey and two bogeys in the last six holes.",en,,,0,in the hole,train,MAGPIE
"We smeared mud ( to simulate human excrement, which would infect wounds ) on sharpened wooden stakes which we buried in holes in the path covered up with leaves and brush, and Gibeau showed us how to make a mine out of a spring, some ball bearings and a walnut - sized lump of plastic explosive.",en,,,0,in the hole,train,MAGPIE
Now there was nothing in her home — only a brown envelope in a hole in the wall.,en,,,0,in the hole,train,MAGPIE
"If the plants are barerooted, spread the roots out in the hole, with the same proviso regarding the long ones, and then crumble soil in over them to fill the hole.",en,,,0,in the hole,train,MAGPIE
After recovery tip it all back in the hole and tread down your turf flap.,en,,,0,in the hole,train,MAGPIE
"Yet Faldo, who finished his second round in semi darkness last night, and started badly yesterday with two bogeys in his first six holes, was remarkably cheerful.",en,,,0,in the hole,train,MAGPIE
But I 'm in a hole because I tried to protect him.,en,,,0,in the hole,train,MAGPIE
"Then you 'd have eighter, or sixteener, a thirty twoer until you 'd got sixty four marbles you know and chuck them in this hole and if odd or even come out.",en,,,0,in the hole,train,MAGPIE
"She was glad she had the stone, when he came into the byre ; she was waiting for him as he had asked her to, she had made her way across the orchard in the fresh blue morning and let herself in through the wooden door by lifting it off its hinges, since the bolt had rusted fast long ago, and she had looked up at the full moon of the sky in the chimney hole at the centre of the round shelter's roof, and with her stone which was sharp as a shearing knife with a bright, honed blade the marks of the whetstone were still visible in pale striations like scouring tracks — she scraped her name into one of the stones on the interior, as many others had done before her, in tall shapely capitals, the only letters she knew.",en,,,0,in the hole,train,MAGPIE
"And course they were on hinges, the doors, on er the hinges on in the centre hole under the water and course you always knew where then to, where to fit what we used to call fish for th fish for the chain.",en,,,0,in the hole,train,MAGPIE
Nests in holes.,en,,,0,in the hole,train,MAGPIE
Then hold the receiver in the hole to determine if your ferret is slightly to one side or the other.,en,,,0,in the hole,train,MAGPIE
' No cat would stay in this hole. ',en,,,0,in the hole,train,MAGPIE
"Peter Defty, of Stoneham, scored a remarkable win for Hampshire after being five down in six holes.",en,,,0,in the hole,train,MAGPIE
"Fortunately it didn't go off, but it made a hell of a mess, and I came down in a shell - hole just outside our wire. '",en,,,0,in the hole,train,MAGPIE
The third servant simply buried the funds entrusted to him in a hole in the ground for safekeeping and was condemned for his worthlessness because he had not even taken the ( virtually riskless ) alternative of leaving the money on deposit with the bankers.,en,,,0,in the hole,train,MAGPIE
He then removed the window and put it in the new hole and started to fill in the gap at the sides with cement.,en,,,0,in the hole,train,MAGPIE
"It runs off with ornaments, it digs holes so deep you can't even see the puppy in the hole all you can see is the earth coming out of the ground.",en,,,0,in the hole,train,MAGPIE
"One European species, the midwife toad, spends most of its life in holes, not far from water.",en,,,0,in the hole,train,MAGPIE
This technique will investigate no further than about 50 m under the ground ; and there is no way of knowing from exactly which point in the hole the samples emanated.,en,,,0,in the hole,train,MAGPIE
"The capital backing the banks ’ assets was only $ 1.4~trillion last fall, leaving the US banking system some $ 400~billion in the hole, or close to zero even after the government and private - sector recapitalization of such banks.",en,,,1,in the hole,train,MAGPIE
"Together, by getting their fingers in the rat - holes, they managed to tug up a few feet of rotten chestnut boarding, tindery at the edges.",en,,,0,in the hole,train,MAGPIE
The remains of several old sailing ships adorn the Stanley waterfront and on some of them rock shags nest along the side decks and in the hawse holes.,en,,,0,in the hole,train,MAGPIE
"The sequence above, starting with the lavas, is what geologists would expect to find in a hole piercing 6 km into the ocean crust.",en,,,0,in the hole,train,MAGPIE
"She left twelve pence on the floor and Bill put it in the cubby hole in the fireplace and Gary says whose is this money and Arthur was going to pick it up an'all, he says leave that he says that's for Enid's money.",en,,,0,in the hole,train,MAGPIE
"The ample panel ‘ was designed in the days when American firms used to write the name of the instruments on bits of paper, uput them in a hat, draw them out one - by - one and fill in the holes’.",en,,,0,in the hole,train,MAGPIE
"Small Conger eels Conger conger are occasionally to be found in holes where the land meets the sea, and blue Lobsters, Homarus gammurus are uncommon but likely to be discovered in some years.",en,,,0,in the hole,train,MAGPIE
We could equally well have placed it in the other hole ( state B ) and it would similarly remain there.,en,,,0,in the hole,train,MAGPIE
"Scorpions occur in the warmer parts of the world and are nocturnal by habit, hiding by day in holes or under stones.",en,,,0,in the hole,train,MAGPIE
"If imbalance occurs, then the star may explode as a supernova, or implode to entrap its own radiation in a black hole.",en,,,0,in the hole,train,MAGPIE
"Manufacturers now offer much shallower niches which can be incorporated in a hole cut in the inner leaf of a cavity wall, for example.",en,,,0,in the hole,train,MAGPIE
"He told her about the fairies who lived in the holes on the river bank, and how Billy was half leprechaun.",en,,,0,in the hole,train,MAGPIE
"With the bolt in the hole, bring up the second part of the joint, and mark round the circumference of the bolt.",en,,,0,in the hole,train,MAGPIE
On one occasion I recall having a rabbit sealed in a single hole.,en,,,0,in the hole,train,MAGPIE
"He was eating his food, and, I thought to myself, ' Christ, how he has changed his appearance after five days living in a hole in the ground! '",en,,,0,in the hole,train,MAGPIE
"If you listen to the way the voice comes in in relation to where the chords are, you 'll see that the vocal fits exactly in the holes where the guitar isn't playing.",en,,,0,in the hole,train,MAGPIE
"She said the word Chepén several times, as though she was speaking to a particularly stupid servant, Tolambo, too, the Hacienda Tolambo, and at the same time she made a circling motion with her hand, ending up with her finger pointed at the road ahead and the jagged peaks of the cordillera disembodied in a ragged mist hole.",en,,,0,in the hole,train,MAGPIE
"After nights of being drenched by icy rain in a shell - hole under non - stop shelling, a twenty - year - old French corporal wrote :",en,,,0,in the hole,train,MAGPIE
"This artificial ash cliff is perhaps one of their last strongholds have also found refuge around our fire stations, protected from tramping feet and sheltered from chemical sprays these rare plants thrive in the damp salty margins alongside the ash lagoons all this within the boundaries with just a few of the country's coal fired power stations but the need for sea walls of other coastal stations merely intake pipes to the coaling system, another world teams this is not a plant, fan worms have flowerlike mouth parts used to filter food from the sea water other worms use just two sticky tentacles to catch food shrimps forage over closely packed sea the delicate bodies of these printed vertebrates work as tiny water pumps, pulling water in one hole and pumping it through the other here two barnacles feed in the gentle flow of water over the cooling pipes from the station Marine life quickly packs the underwater structures and is about to become too thick and sometimes affect the performance of the machinery barnacles belong to the same family as crabs and lobsters, but being in their adult life standing on their head which is fixed to the concrete they use their feet to filter the water and kick food into their mouths but if they can't move, how do they get there so quickly in the first place?",en,,,0,in the hole,train,MAGPIE
"Alternatively, pairs of vertical timbers in holes in the ground clasped horizontal members with wattle and daub infilling, or the uprights were staggered with panels of inter - woven wattles between them.",en,,,0,in the hole,train,MAGPIE
She lives in a hole in the ground.,en,,,0,in the hole,train,MAGPIE
"What you gone, right in the hole?",en,,,0,in the hole,train,MAGPIE
How do you get twenty for that one when it went in that hole?,en,,,0,in the hole,train,MAGPIE
"He 'd looked up at the great thing dropping out of the sky right towards his head, and had flung himself down, expecting at any second to become just a little greasy mark in a great big hole.",en,,,0,in the hole,train,MAGPIE
"The soap out of the box is lying in the coal hole, the empty box is in the bin.",en,,,0,in the hole,train,MAGPIE
"Oh, I, I can remember when fibreglass curtains first came out we bought some of those terrible things they just went in holes, you know if you touched them too much they just went in holes.",en,,,0,in the hole,train,MAGPIE
"The cob that pulled the cart on weekdays was brought in and cleaned up, the saddle softened with the yellow soap that stuck in the holes of the stirrup leathers.",en,,,0,in the hole,train,MAGPIE
Down in the hole.,en,,,0,in the hole,train,MAGPIE
"' Your ancestors probably lived in holes like this, ' said Grimma.",en,,,0,in the hole,train,MAGPIE
"Yeah, you got a smoke machine we, we, we would set in little, in a hole in the back.",en,,,0,in the hole,train,MAGPIE
"it might be better to use like just wait on the edge of like a or something like that the other groundhog just hangs out there, it can't go back down in its hole.",en,,,0,in the hole,train,MAGPIE
"When she drops the last bead, she picks up all the beads in that last hole ( both hers and her opponent's if that's the case ), and continues to drop them, hole by hole, around the board.",en,,,0,in the hole,train,MAGPIE
"The saloons had polished plywood benches and backs, with patterns perforated in small holes.",en,,,0,in the hole,train,MAGPIE
"They, too, live in holes in the mud and filter - feed.",en,,,0,in the hole,train,MAGPIE
"With the stake firmed in the hole, hold the tree up with a simple string loop, and plant it just as you would for a bush — except that, without the bud to go by, you will have to look carefully for the soil ‘ tide mark’ where it was growing in the nursery and finish off to that height, with the standard stem about 1½–2 inches ( 4–5 cm ) from the stake.",en,,,0,in the hole,train,MAGPIE
"O'Connor, jnr, three - putted himself to extinction for he needed 22 strokes on the greens in the first nine holes which he covered in 43 shots.",en,,,0,in the hole,train,MAGPIE
"When he sees her, I want him to know they 've fucked her in every hole she's got.",en,,,0,in the hole,train,MAGPIE
"It had been a long time living in a hole in the ground, let's hope things get better.",en,,,0,in the hole,train,MAGPIE
"He slept on park benches, in packing boxes, and he even slept in holes in the ground with a strip of linoleum for a blanket.",en,,,0,in the hole,train,MAGPIE
I am into the kitchen like a mouse slips in its hole.,en,,,0,in the hole,train,MAGPIE
"After three hours in the casino, he's $ 2,000 in the hole.",en,,,1,in the hole,train,MAGPIE
