text,label,idiom_string,source
"if i hadn't been stuck in the office all day, if i could of been out and about somewhere it would of been even nicer",1,out and about,MAGPIE
"they also enrolled him in the skoda owners ' club, complete with badge and sticker.",0,in the club,MAGPIE
"‘ the girls here are extremely style - conscious and dress to kill,’ jenny said.",1,dressed to kill,MAGPIE
"time will tell, and i put my trust in time, absolutely.",1,time will tell,MAGPIE
gazza wins hands down,1,hands down,MAGPIE
"on the other hand, its civil servants probably have less training in business evaluation than do private sector analysts, and, of greatest importance, there is the overwhelming political temptation for the government of the day to hijack the nationalized industries and make them an instrument of whatever is the pressing problem of the day.",0,in business,MAGPIE
"remove the boxes and plasticine, and tidy up the rough edges, using a craft knife.",0,rough edges,MAGPIE
"whatever the impact of the gulf, america's deteriorating economy suggests that the dollar could fall further in the short run.",1,in the short run,MAGPIE
"just not there any more, you 've got to go to the town now to work.",0,go to town,MAGPIE
it's out of order.,1,out of order,MAGPIE
"i 'm really pissed off that i feel a bit silly about kathy, er no not kathy, jenny.",1,pissed off,MAGPIE
her foot slipped suddenly through the net.,0,slip through the net,MAGPIE
"on the spur of the moment the other day i asked a seminar group of sixteen pgce students ( a third of whom were over the age of thirty ) after a three - week preliminary block of school experience, whether they thought that schools were ( a ) fine as they were;(b ) in need of some modifications;(c ) failing a sizeable proportion of young people;(d ) seriously failing all young people.",1,on the spur of the moment,MAGPIE
"oh, they 're gon na cut that corner off i think, by the look of it.",0,cut corners,MAGPIE
"the algarve for a beach, sports, lolling kind of family holiday, the rest of the country for sightseeing and travel off the beaten track.",1,off the beaten track,MAGPIE
"t2 follows this trend but somehow fails to hit the mark due to poorly designed sequences that, while attractive, are tedious and unexciting.",1,hit the mark,MAGPIE
"gallacher had a running vendetta with a famous english referee, bert fogg, which came to a head on new year's eve 1927.",1,come to a head,MAGPIE
"unfortunately, i 'll have to come clean ; that story is only a rumour.",1,come clean,MAGPIE
we don't stand on ceremony in this house.’,1,stand on ceremony,MAGPIE
"as frankie roars at the close of ‘ not superstitious’, ‘ we all need an attitude’, leatherface certainly have that … in spades.",1,in spades,MAGPIE
"however, equally i believe that it should be spearheaded by teachers and others should keep a low profile.",1,keep a low profile,MAGPIE
"secretaries of state for trade and industry may come and go but sir jeffrey sterling, chairman of the p&o group, has long been part of the furniture at 1 victoria street.",1,part of the furniture,MAGPIE
"i would say that it is our job to let people judge for themselves and have the opportunity to see controversial productions, whether it's dance or drama, and unless people have the opportunity, and unless the companies are given the chance to perform their own thing, that drama and dance in the long run will die.",1,in the long run,MAGPIE
in the ' fridge store raw meat on the lowest shelf,0,on the shelf,MAGPIE
follow the track down and go straight on to a modern farm track.,0,go straight,MAGPIE
"havana : a man riding the chinese - made forever brand bicycle under the caribbean sun after eating a single slice of bread, washed down with very bad coffee, finds it difficult to ponder america's trade embargo against cuba.",0,under the sun,MAGPIE
i might cock a snook at him behind his back but i wouldn't dash into his path making the victory sign.’,1,cock a snook,MAGPIE
annadale striders turned up trumps once again in the panasonic track and field league at antrim on saturday and lisburn ac took the ladies title.,1,turn up trumps,MAGPIE
"and by the same token, there is no such thing as an author, that is to say, one who originates a work of fiction ab nihilo.",1,by the same token,MAGPIE
"it's all the worry you 've had, it's turned your head.’",1,turn someone's head,MAGPIE
"the trouble was, alexandra thought, walking into her kitchen wrapped in a bath sheet, the trouble was that you couldn't really go with the flow until you 'd had time to work out which way it was going.",1,go with the flow,MAGPIE
"after all, at the most basic level, ireland should be a superb base for establishing a rock - bottom high volume personal computer manufacturing business that could knock spots off tulip computers nv with its lower costs and be challenging elonex plc and the tartan americans led by compaq computer corp and ibm corp, not to mention ireland's own foster - sons dell computer corp in limerick, and apple computer inc in cork.",1,rock bottom,MAGPIE
it works like a charm!,1,work like a charm,MAGPIE
andrew arrowsmith has the information to help you hedge your bets.,1,hedge your bets,MAGPIE
"the other guy, this davis character, i had heard of but never seen in action, a broadway boy with one film in the can.",1,in the can,MAGPIE
the small print makes it clear that the waiting crowds were in fact entertained by an ‘ auxetophone’ amplified gramophone.,1,small print,MAGPIE
"that had been the crux of the problem the whole way through — she had been too passive, allowing adam to call the shots with no more than a token protest.",1,call the shots,MAGPIE
"his solicitor, john stitt, confirmed : ‘ we are acting on behalf of mr paul elliott with a view to a potential claim against liverpool and dean saunders in relation to an injury sustained by our client.",1,with a view to,MAGPIE
mains and his men have chased after the mobile forwards and only time will tell whether this philosophy of fast - footed men will work in the rough and tumble of test rugby.,1,rough and tumble,MAGPIE
fast coming of age,1,come of age,MAGPIE
all in a day's work,1,all in a day's work,MAGPIE
trygg tryggvason does him full honours with both production and engineering.,1,do the honours,MAGPIE
ఉప్పు అప్పు రెండూ చేయకూడదు,1,ఉప్పు అప్పు రెండూ చేయకూడదు,Kaggle-Indian-Idioms
"i waited and waited, and my mother told me to leave well alone, that the war would get on very nicely without my efforts.",1,leave well alone,MAGPIE
"i am glad to have the chance to follow the right hon. member for shropshire, north ( mr. biffen ), whom i certainly regard as far and away the most successful leader of the house in all my time here.",1,far and away,MAGPIE
and oxford fans will be taking heart that the side's enjoying a good run at the moment and may yet avoid relegation.,1,take heart,MAGPIE
"comedian charles coborn, original singer of two lovely black eyes and the man who broke the bank at monte carlo, topping the bill at liverpool's prince of wales theatre.",1,break the bank,MAGPIE
but it needed new blood.,1,new blood,MAGPIE
"after that, things started to go downhill.",1,go downhill,MAGPIE
"and robert kilroy - silk, smooth operator that he is, soon had the invited audience going for each other's jugulars, vigorously defending their position and trying to make the ' other side ' look bad.",1,go for the jugular,MAGPIE
"the circulation was a new record and four hundred and eighty five thousand, nine hundred by year end and it just seems to go from strength to strength.",1,go from strength to strength,MAGPIE
bad down to the bones.,1,to the bone,MAGPIE
"add to that the fact that the paris - based company that supplied the cargo has vanished into thin air, and it starts to look very suspicious.’",1,into thin air,MAGPIE
wound the stem 12–15 in from its tip by making a long cut to form a tongue.,0,make the cut,MAGPIE
let us recognize once and for all that the modest silence … has landed england in child harlotry.,1,once and for all,MAGPIE
"the militia lost heart at this news ; they had already been on duty for a month, and had been treated with extraordinary meanness by the citizens they were defending, who, they complained, ‘ would not even allow straw for the poor men to lay upon’ while ‘ some were eight, some seven, and all six nights and days under arms upon the walls’.",0,night and day,MAGPIE
"techniques that went back to the age of aristotle and the scholars of alexandria were married to contemporary nations, among then the idea, conceived in the time of leibnitz, of a historiography based on the study of original documents ; and the marriage bore fruit.",1,bear fruit,MAGPIE
so the fraction will be you spend forty pence out of a hundred pence.,0,spend a penny,MAGPIE
it's all up for grabs i would suggest.,1,up for grabs,MAGPIE
"i bought him a red hot, a sort of sausage on a roll with mustard.",0,on a roll,MAGPIE
"er ye yes, if it gives a better service at the end of the day",1,at the end of the day,MAGPIE
"some people, for example, lie in bath tubs full of cold baked beans for days on end, while others, and this is where our interest lies, take part in celebrity golf tournaments.",0,full of beans,MAGPIE
she finished scribbling her details on the back of the old envelope that she had extricated from her bag.,0,on the back of,MAGPIE
"on the street, however, people are fair game.",1,fair game,MAGPIE
"these, too, are in red, and gold embossed with the accountancy logo and institute crest.",0,in the red,MAGPIE
the device driver then compresses any data saved to the disk and decompresses data read from it on the fly.,1,on the fly,MAGPIE
"generally intended for the poor and illiterate, the biblia pauperum acted as a sort of pictorial amalgam of bible stories with comparable old and new testmant events placed on the same page.",0,on the same page,MAGPIE
"‘ it was our horse's first run in handicap company, and the race will have put him spot on because he was still a bit rusty.",1,spot on,MAGPIE
hook - nosed hero on the ropes,1,on the ropes,MAGPIE
mujaheddin guerrillas had advanced to within 1 km of the town before government forces retaliated from the night of oct. 3 with round - the - clock air strikes ; hundreds of guerrillas and civilians died as the fighting degenerated into a stalemate.,1,round the clock,MAGPIE
"up there with him to clean it out because i say, you can isolate things but you 're up in the air.",1,up in the air,MAGPIE
"it is doubtful that such activities can be interpreted as remnants from pre - communist society, soon to disappear as socialism or communism comes of age.",1,come of age,MAGPIE
scholar also revealed details of venables's contract when he joined the club as manager from barcelona.,0,join the club,MAGPIE
we 're here to lend a hand …,1,lend a hand,MAGPIE
surveys of top pay are coming in thick and fast.,1,thick and fast,MAGPIE
but above all it is there that rené jacobs's enthusiastic reconstructions of monteverdi's dramatic works have seen the light of day.,1,see the light of day,MAGPIE
i saw the game on manc of the game vs villa.,0,game on,MAGPIE
it 'll be out of order then though,1,out of order,MAGPIE
"present value : if you delay paying a bill, you can earn interest on the money in the meantime.",0,on the money,MAGPIE
"so there i am popping my tray next to his in the unit, when he says, right out of the blue, completely unprovoked, i haven't said anything —",1,out of the blue,MAGPIE
"and without any lead - up she said, ‘ from what i gather some people take the mickey out of her down there because of her name, punning it like, and she being a bit fat.",1,take the mickey,MAGPIE
"though his first wife remains a shadowy and rather pathetic figure about whom one longs to know more, there is plenty here on the crowded, ramshackle household and its often hand - to - mouth existence constructed entirely around the demands of the workaholic, temperamental sculptor — the hoarded treasures, the art and music which pervaded the house, the much loved but somewhat casually raised children, the constantly changing and eccentric cast of live - in models, nannies, general factotums, portrait sitters, studio visitors, plaster moulders, musicians, friends and members of the press who were usually given short shrift.",1,hand to mouth,MAGPIE
professional and amateur artists have all agreed to lend a hand in a bid to make this year's festival the seventh one of the best yet.,1,lend a hand,MAGPIE
he later warned the council's executive committee chairman erica wheeler that mrs ware's work was below par.,1,below par,MAGPIE
"the croat world no 4 totally dominated a curiously out - of - sorts courier to win 6–3, 6–3 in only 12 minutes over the hour.",1,out of sorts,MAGPIE
"finished in attractive black with contrasting white top, it fits well into any surroundings, is easily portable, easily drinkable, and available in a variety of sizes.",0,in the black,MAGPIE
"yes, but the cross country course was ideal, er if you wanted to get round carefully and slowly, you could, and if you wanted to go fast and furious, we did.",1,fast and furious,MAGPIE
"from the time of stalin, at least, modesty and megalomania have gone hand in hand.",1,go hand in hand,MAGPIE
"‘ you 're absolutely off your rocker, dot.’",1,off your rocker,MAGPIE
well it does go round in circles they see don't they?,1,go round in circles,MAGPIE
"i went no you 're not, i thought you were taking the piss out of me when you said it.",1,take the piss,MAGPIE
that was to the tune of 38–3 in an arms park qualifying match and sent the dragons tumbling out of the world cup.,1,to the tune of,MAGPIE
"what adobe had done that had defeated virtually everyone else, certainly at the microcomputer level, was to build typefaces ' on - the - fly ' from outlines.",1,on the fly,MAGPIE
anyone who wishes to contribute must catch the chairman's eye and the usual practice then is for the chairman to call on the persons in the order in which he has seen them.,1,catch someone's eye,MAGPIE
erm yes and no.,1,yes and no,MAGPIE
"with a guiding aim, you tend to read with a goal or personal agenda ; what you read falls into place, at least relative to a notion of what your interest in the field is, or what perspective you wish to adopt on it.",1,fall into place,MAGPIE
"what did break her heart, though, were the accusations that she had ruined the interior of one of england's most distinguished houses.",1,break someone's heart,MAGPIE
"well if she rubbed shoulders with a millionaire, so she 'll be permanently looked after i 'm sure.",1,rub shoulders,MAGPIE
"on questions of roman catholic doctrine, his views were considered so out of line with the modern church that the vatican excommunicated him in 1988, along with other members of the ultra - conservative society of st .~ pius ~ x, founded by the fascist sympathizer marcel ~ lefebvre.",1,out of line,MAGPIE
ఇప్పుడు చేయనిది ఎప్పుడూ కాదు,1,ఇప్పుడు చేయనిది ఎప్పుడూ కాదు,Kaggle-Indian-Idioms
the way these responsibilities were divided presented particular difficulties in work on integration.,0,in the works,MAGPIE
"daddy fell from grace, poor dear.",1,fall from grace,MAGPIE
"they do however share one thing in common, they are all quality products, and have always been high in the list of best selling computer games on all hardware formats.",0,game on,MAGPIE
"recession has obviously hit new product development hard, and two of the nominees for new product of the year in fmcg, including the winner häagen - dazs, have been around since before 1991.",0,have been around,MAGPIE
"a voice that moves somewhere midway between stevie nicks and diamanda galas, that goes places there aren't words for.",1,go places,MAGPIE
"sneezy was robin cook ( ‘ he's going to catch a cold when he finds you can not solve all problems by throwing money at them’ ) and dopey, you know who.",1,catch a cold,MAGPIE
"here then, is a rule of thumb for your disciplinary efforts :",1,rule of thumb,MAGPIE
"i felt like rip van winkle, an anachronistic laughing - stock, a freak.",1,laughing stock,MAGPIE
the secretary of state for the environment michael howard has given the green light for a windfarm development on the edge of the lake district national park.,0,on edge,MAGPIE
don't make monkeys of us,1,make a monkey of someone,MAGPIE
"‘ nice day, ma'am,’ he shouted, for good measure.",1,for good measure,MAGPIE
"‘ i 've been pestered by reporters for days, and it really is getting on my nerves.’",1,get on someone's nerves,MAGPIE
an under the microscope they certainly are.,1,under the microscope,MAGPIE
"easily the most convenient, comfortable and enjoyable way to holiday in ontario is to tour by car ; combining city sightseeing with ventures off the beaten track.",1,off the beaten track,MAGPIE
"it made short work of our windows performance tests, wintach, clocking up an impressive index of over 9.3.",1,make short work of,MAGPIE
"after paying entrance fees, they often found themselves out of pocket to the tune of £ 1,000, just for the privilege of taking part.",1,out of pocket,MAGPIE
"l 24, p. 1 ), whereby only fishing vessels flying the flag of or registered in a member state may fish against the quotas allocated to that member state, which in other words are reserved to ‘ national’ vessels to the exclusion of vessels from other members states.",1,fly the flag,MAGPIE
"‘ it is a case of killing two birds with one stone, with the added advantage of the contractor providing unified management for the entire chain of planning, acquisition and processing,’ he said.",1,kill two birds with one stone,MAGPIE
"people tend to get lost, and fights can break out.",0,get lost,MAGPIE
"one back - bench mp summed up the mood of the scottish parliamentary party, saying : ‘ if he doesn't make the grade by the end of the year then there's no way i 'd vote for him again.",1,make the grade,MAGPIE
will syria come in from the cold?,1,come in from the cold,MAGPIE
but when i had recognized his weakness — his desire to join a club called genius — i knew i had him.,0,join the club,MAGPIE
"anything you want to know, it 'll be there at your fingertips.",1,at your fingertips,MAGPIE
because he's already got his hands on the money?’,0,on the money,MAGPIE
we now need everyone to rustle up those members who have fallen by the wayside.,1,fall by the wayside,MAGPIE
"make a night of it, eh? '",1,make a night of it,MAGPIE
celtic boss liam brady has offered derry boy nigel melly a one year extension to his contract — just weeks after showing him the door.,1,show someone the door,MAGPIE
"‘ if it's on the shelf customers want to buy it,’ said one store manager besieged by bargain hunters.",0,on the shelf,MAGPIE
the system of direct democracy made the soviet immediately responsive to the mood of rank - and - file workers.,1,rank and file,MAGPIE
"‘ she's dead in the water, and out of range of our conventional rescue forces.",1,dead in the water,MAGPIE
"these include plungers, wormscrews ( for boring into a blockage and pulling it out ), and scrapers for removing sludge and silt and either pushing it down the drain or pulling it back into the inspection chamber on which you are working.",0,down the drain,MAGPIE
"terhune had laid down all the fire they needed, and rodriguez's team was in town, cutting loose.",1,cut loose,MAGPIE
"after tea we would sometimes walk round their garden, and she gave me tips on gardening which have since stood me in good stead ; and cuttings, which still bring her to my mind.",1,stand someone in good stead,MAGPIE
"actually, when it came right down to it, and ignoring the circumstances, crossing swords with him was quite fun.",1,cross swords,MAGPIE
"seve ballesteros's failure to make the halfway cut at westchester afforded him, and jose maria olazabal, an early look at the course.",1,make the cut,MAGPIE
i ring the bell and wait.,0,ring a bell,MAGPIE
when they found her she was given the kiss of life.,1,kiss of life,MAGPIE
so far only one building society — national & provincial bank — has seen the light.,1,see the light,MAGPIE
"and it's extraordinary to notice to make a note of the fact that from being a defender of the people, a popular character, jesus now is hitting rock bottom.",1,rock bottom,MAGPIE
"sukey had done everyone proud, and the lombard boys, who were labradors when it came to food, were soon wolfing smoked salmon quiche, marinated breast of chicken, mozzarella in brown rolls, ratatouille and potato salad made with real mayonnaise.",1,do someone proud,MAGPIE
"the big cat climbed stiffly down off the desk and squatted on a box of cat - sand under a corner table, staring straight ahead with a sublime conviction that it was invisible.",0,under the table,MAGPIE
"managing director, andrew steel, states that ‘ we are working round the clock.",1,round the clock,MAGPIE
"waiting for programs to run, reports to print or in - house technical support to solve a problem accounted for $ 19 billion in lost productivity ; checking printed output a further $ 17 billion ; and helping others get to grips with applications another $ 16 billion.",1,get to grips with,MAGPIE
"at that point the nurses would have said well, yes we can see the reasons because we 're nearly doctors as well, and the administrator would have been left high and dry.",1,high and dry,MAGPIE
"he then went off to cut the nettles under the straggling roses, satisfied that water, should it ever reappear, would no longer escape from the pool.",0,under the rose,MAGPIE
‘ i — er — i feel under the weather today.,1,under the weather,MAGPIE
her fantasy hit the earth as lucy in the flesh opened the door.,1,in the flesh,MAGPIE
"and under the table — the shepherd, the ram, the axe.",0,under the table,MAGPIE
"the resulting pains to enlighten us were, to say the least, patronising.",1,to say the least,MAGPIE
"depressing, bleak, told in black and white documentary style, this is not a friday night at the flicks with your favourite date sort of a movie.",0,in black and white,MAGPIE
"yeah, ni nine times out of ten, particularly when there's cars around",1,nine times out of ten,MAGPIE
"in the graveyard outside is a crucifix of the kind known as a ' cross of the outrages ' : it is roughly hewn out of wood, with the instruments of the passion fixed to it, a ladder, nails, pliers, hammer, a crown of thorns, all in iron.",0,out of the woods,MAGPIE
"they know better than anyone that all the badmouthing of men they could manage would not begin to balance the inequality they experience when it comes to the job market — fewer opportunities, low wages, nonexistent child - care facilities and a hopelessly uneven battle to survive if, for example, the father of their children jumps ship and fails to pay any maintenance.",1,jump ship,MAGPIE
' served the bastard right … ' he said quietly.,1,serve someone right,MAGPIE
we can't have the angel gabriel sleeping on bare boards! ',0,on board,MAGPIE
miguel led shelley behind the bar and behind the beaded curtain into the private section of pepe's.,0,behind bars,MAGPIE
"but there they were, in the heart of it ; on change, amongst the merchants ; who hurried up and down, and chinked the money in their pockets, and conversed in groups, and looked at their watches, and trifled thoughtfully with their great gold seals ; and ~ so ~ forth, as scrooge had seen them often.",0,in someone's pocket,MAGPIE
but i don't want to split hairs.,1,split hairs,MAGPIE
in most cases the development of these functions would have gone hand in hand with the growth of the settlement and would have been directly related to the increasing dependence of the surrounding hinterland on the goods and services which it could provide.,1,go hand in hand,MAGPIE
"then, full tilt into the pounding waves.",1,full tilt,MAGPIE
"if, despite all impediments, the channel tunnel opens in 1993, then this is the last year for channel ferries to make hay.",1,make hay,MAGPIE
"the question is whether they are going to fall in line uncritically with the dominant interests of the sectors in which they work, or whether they are going to act constructively with a larger view — a view with a grasp of the general public interest.",1,fall in line,MAGPIE
"she wondered if her father had ever been there? really been there, in the flesh?",1,in the flesh,MAGPIE
the rover accelerated round the bend.,0,round the bend,MAGPIE
"i just phoned up leeds for tickets for the arse game on 24th august, and they tell me that ‘ tickets will only be available for members’, and here's me thinking that i don't need to bother with a premier /membership card this year to get my tickets.",0,game on,MAGPIE
"although sun has other existing engineering projects which utilise russian expertise — also lead by dr. babaian — these are focused purely on research, and sun claims that in employing russian scientists to develop commercial products it is breaking new ground for a western firm.",1,break new ground,MAGPIE
the traditional shrove tuesday football match is to move its goalposts 100 yards downstream.,0,move the goalposts,MAGPIE
the case could open the floodgates for thousands of similar claims worldwide.,1,open the floodgates,MAGPIE
‘ at mike mahoney's down in marsh street they were laying odds on thee having been cut up for cats - meat.’,1,lay odds,MAGPIE
"that's fine too, as long as you bear in mind that moderation is the key to staying healthy.",1,bear in mind,MAGPIE
five diameter is sweet bugger all!,1,bugger all,MAGPIE
and its getting on my nerves.,1,get on someone's nerves,MAGPIE
"everybody feels the financial pinch during times of recession and, sadly, charities of all descriptions are no exception.",1,feel the pinch,MAGPIE
anyone interested in mending fences or burning bill gates in effigy should call ( 415 ) 354–4454 and come on along.,1,mend fences,MAGPIE
"until the teacher appeared, the children were running amok in the classroom.",1,run amok,MAGPIE
"if you want to start the game on the trickier second quest in the legend of zelda on the nes, just enter zelda on the name screen instead of your own.",0,game on,MAGPIE
it is then that all hell has broken loose and we have found ourselves standing alone in the jungle again.,1,all hell broke loose,MAGPIE
"his luck ran out for the french students against their english counterparts when, though captain, he was given his marching orders for, guess what, stamping again.",1,marching orders,MAGPIE
"there was no reason to believe he would not be as enthusiastic as before about my proposed motoring trip — indeed, that he would not repeat his most kind offer to ‘ foot the bill for the gas’.",1,foot the bill,MAGPIE
where is the sovereignty in going it alone?,1,go it alone,MAGPIE
"in another marvellous mirror give - away, worth £ 8,500, we have 100 videos of his smash - hit movie my girl up for grabs.",1,up for grabs,MAGPIE
many drivers were thinking twice about carrying out risky manoeuvres such as doing 90 miles an hour down the motorway even though such speeds benefited society in speeding up access to distant parts.,1,think twice,MAGPIE
"although i did not know it, my encounter with gladstone murray and ernie bushnell in february was beginning to bear fruit, and my days as newspaperman cum radio programme director were numbered.",1,bear fruit,MAGPIE
"we even got the better of the 6th at last, with almost a tap - in for birdie.",1,get the better of,MAGPIE
he is free to consider himself first and foremost a participant in the nationally important business of the bundestag.,0,in business,MAGPIE
సూర్యుడు అన్నింటినీ చూస్తాడు,1,సూర్యుడు అన్నింటినీ చూస్తాడు,Kaggle-Indian-Idioms
"as the details of the us involvement are revealed, the administration is coming under fire from normally dovish democrats on capitol hill for not acting swiftly and decisively enough to take advantage of the opportunity to end general noriega's rule.",1,under fire,MAGPIE
"it is as if everyone had decided to follow to the letter the advice sent out to udf candidates by jean - pierre raffarin, the centre - right party's expert on political marketing.",1,to the letter,MAGPIE
he said that microsoft would like to have the dominant position in the industry that ibm had a few years ago ‘ but i don't think that will happen’.,0,have a few,MAGPIE
"the containing ridges holding the nfis lead the river eastwards for 50 miles as the crow flies, before the waters break north onto the marrakech plain.",1,as the crow flies,MAGPIE
politics can sometimes resemble grammar : an error that everyone commits is finally recognized as a rule.,1,as a rule,MAGPIE
but the tallentires were farmers and used to the physical hardships that go hand - in - hand with life on the land.,1,go hand in hand,MAGPIE
"the new flankers could make the grade, but their efforts will be wasted if the backs rely only on crash ball to make ground.",1,make the grade,MAGPIE
"maxim looked round at his taxi - driver, who had parked two wheels on the pavement with the usual german disregard for the tyres, and got a nod and a rather strange smile in return.",1,get the nod,MAGPIE
"while on his own home ground he knows how to do things, or how to get them done, beyond the boundaries of his home ground he knows, at best, only that he should comply with the rules without necessarily understanding why or precisely what all of the relevant rules are : he may simply go through the motions.",1,go through the motions,MAGPIE
when we try burgundy our first impression is that is it a kind of claret ; but something falls short of full identification and presently we hear it called burgundy.,1,fall short,MAGPIE
if you are sailing in this curved air flow you can not sail as close to the wind as you could if you had been in clear wind.,1,sail close to the wind,MAGPIE
"the central difficulty is that of attributing responsibility to the ‘ centre’ in such a ‘ devolved’organisation as the typical trade union, bearing in mind the likelihood that ‘ unofficial action’will be taken at individual plant level without prior consultation with the union's central organs.",1,bear in mind,MAGPIE
"a pecking order will soon develop and if the fish are allowed to grow up together, they are less likely to fight when fully grown.",1,pecking order,MAGPIE
lee chapman was staring a hat trick in the face … but united's paul kee had his eye on the ball too …,0,on the ball,MAGPIE
"‘ one visit to heather on the spur of the moment could be innocent enough,’ dysart said musingly.",1,on the spur of the moment,MAGPIE
"drinkers also moaned about dirt and smells in pubs, bad toilets and ' down - at - heel ' gardens.",1,down at heel,MAGPIE
"this was decidedly amateur night and if the book itself hadn't stuck out like a sore thumb among the reference works, then a quick look at the floppy spine would have given the game away.",1,stick out like a sore thumb,MAGPIE
"‘ when people cough, you can catch a cold,’ he said.",1,catch a cold,MAGPIE
i hope you will soon find your feet again.,1,find your feet,MAGPIE
"club loyalties had a ruinous on the welsh game over the past decade, says steve bale.",0,on the game,MAGPIE
it does my head in.,1,do someone's head in,MAGPIE
a magistrate gave his packed lunch to a hungry down - and - out yesterday after the man begged to be jailed so that he could eat.,1,down and out,MAGPIE
"similarly, some travellers born - and - bred are effectively homeless when their parents ' caravan becomes too crowded.",1,born and bred,MAGPIE
"well, it would serve them right for treating her like a baby.",1,serve someone right,MAGPIE
"on the eve of nigel lawson's make - or - break speech to the tory conference in blackpool, an opinion poll last night suggested that 68 per cent of the voters had little confidence in his management of the economy.",1,make or break,MAGPIE
"and yet, you know, he's, he's marv, he's super and they think the world of him",1,think the world of,MAGPIE
persuading the soft left to back him through thick and thin on the national executive was one of kinnock's greatest achievements.,1,through thick and thin,MAGPIE
no one had known until then that mona had footed the bill for the mellor family at the marbella villa.,1,foot the bill,MAGPIE
"there was an inquiry, and the village poor, next in line in the will, came out of the small print.",1,small print,MAGPIE
our indian summer on an english lawn.,1,indian summer,MAGPIE
"yea, e n v three as i read it is er a pure and simple development control policy.",1,pure and simple,MAGPIE
"i knocked eventually on the door of the horse - car and, after inspection and formalities that would have done an iron curtain country proud, was admitted again by ms brown to the holy of holies.",1,holy of holies,MAGPIE
"mrs proetta, 50, was the central figure in an itv documentary in which she claimed that three ira terrorists there were shot dead in cold blood by the sas in 1988.",1,in cold blood,MAGPIE
he is a collector's item as full of hot air as he is of magical ideas.,1,hot air,MAGPIE
"commitment and dedication remained, but tilting at windmills had to stop.",1,tilt at windmills,MAGPIE
everything under the sun.,1,under the sun,MAGPIE
"we know who, because of his background and upbringing in a particular business, will stick with it through thick and thin despite losses.",1,through thick and thin,MAGPIE
"it did not come to his mind to murder any of them ; it was not his way, or the way he had been raised, to take life in cold blood, without a formal challenge or warning, without the necessary ritual preparation for combat and maybe death.",1,in cold blood,MAGPIE
"aye, i 'm crystal clear.",1,crystal clear,MAGPIE
"in short, unless there are serious reasons why a prefabricated garage is out of the question, it is probably your best choice on all counts.",1,out of the question,MAGPIE
sick of only traffic light red and green lights on your disk drives?,0,green light,MAGPIE
"history was sex, french was sex, art was sex, the bible, poetry, penfriends, games, music, everything was sex except biology which was obviously sex but obviously not really sex, not the one which was secret and ecstatic and wicked and a sacrament and all the things it was supposed to be at one and the same time — i got that in the boiler room and it turned out to be biology after all.",1,one and the same,MAGPIE
"this time she insisted on negotiating direct with the manufacturer, but agreed to pay colin a finder's fee of 5 per cent if the order came up to scratch.",1,up to scratch,MAGPIE
put her in a hole and stoned her and covered her up with earth before she was dead.,0,in the hole,MAGPIE
take your governing body licence along for good measure.,1,for good measure,MAGPIE
"‘ his breezy, free - spirited delivery inspired a new approach to the character and from there all the pieces started to fall into place.’",1,fall into place,MAGPIE
"for many years nobody saw a dislocation in the flesh, or perhaps ever expected to, but their hypothetical movements ( dislocations of like sign repel each other etc. ) and breeding habits ( when the union of two dislocations is blessed about five hundred new dislocations are suddenly released upon the crystal ) could be theoretically predicted and provided a superb intellectual exercise like three dimensional chess.",1,in the flesh,MAGPIE
"and, gone with the wind … disabled sailors on the crest of a wave.",1,gone with the wind,MAGPIE
lithuania cut it fine,1,cut it fine,MAGPIE
"if you don't like them, you leave all the boring bits in and take the piss.",1,take the piss,MAGPIE
"it is not a new idea to take an impressionable, imaginative girl and make her the saviour of a man on the run, providing food, warmth and emotional support.",1,on the run,MAGPIE
"critics compare him to jeremy thomas, who produced the last emperor but whose name takes a back seat to bertolucci's.",1,take a back seat,MAGPIE
the itv companies have publicly denied that they are at loggerheads after missing the deadline to agree on a new system for commissioning programmes for the itv network from next year.,1,at loggerheads,MAGPIE
join the club!,0,join the club,MAGPIE
"these codes apply to conduct which may involve risk issues as well as other situations, and members may be held to account for behaviour which falls short of the required standard.",1,fall short,MAGPIE
small - time south london villains have a habit of getting above themselves and they usually come a cropper when they tangle with the east end families or the heavy mobs dealing in drugs.,1,come a cropper,MAGPIE
"she had also read about old people's homes that ruthlessly exploited their pensioners : unscrupulous proprietors grabbed all they could squeeze from the social services but gave little back to the residents ; they cut corners on staff, food, laundry, and amenities and added to their profits by pocketing the difference between their sparse expenditures and the sums they actually received.",1,cut corners,MAGPIE
the biggest breakthrough in the farm came with the arrival on the scene of a small grey tractor called a fergie and it seemed as though almost everybody had at least one and it became the jack of all trades on the farm and implements which had previously been pulled by horses had their shafts removed and couplings were made to fit them behind the tractor.,1,jack of all trades,MAGPIE
a parapet round the clock bore the significant words ‘ work while it is day.’,0,round the clock,MAGPIE
"that family is as poor as church mice, and stair told me that havvie had already managed to snare one yankee heiress, but she got away, and now he has caught another — not quite so rich, but rich enough.",1,poor as a church mouse,MAGPIE
you could always make a splash at your local pool.,0,make a splash,MAGPIE
"but it was not just long service that endeared him to palace fans, for billy was an enthusiastic player, full of pep and fight, with the ‘ never say die’ attitude that supporters love to see.",1,never say die,MAGPIE
' i can't take such a dim view of people! ',1,take a dim view of,MAGPIE
